product_id|model|label|description|category_id|brand|image
1002536||traversée de cloison pour câble à fibre optique||70469|Conax Technologies|http://img.directindustry.fr/images_di/photo-m2/7421-12245206.jpg
1002537|PG, MPG series|traversée de cloison pour câble||70469|Conax Technologies|http://img.directindustry.fr/images_di/photo-m2/7421-5957647.jpg
1002538|LATTYseal B 17110|garniture mécanique à soufflet|... joint torique semi-dynamique. La force centrifuge et la respiration naturelle du soufflet font de LATTY®seal B 17110 une garniture autonettoyante. De hautes vitesses de rotation sont accessibles.|70470|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8435860.jpg
1002539|LATTYseal B 17110 HT|garniture mécanique à ressort|Etanchéité dynamique par garniture mécanique complète compensée LATTYseal B 17110 HT Garniture Mécanique Complète Compensée (métrique) Composition : Livré avec ...|70470|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-11346124.jpg
1002540|LATTYseal B 23212|garniture mécanique à cartouche|Garniture mécanique normalisée compensée à ressort protégé et entraînement pentagonal. Grâce à la conception par rondelle ressort protégée, les domaines d'applications sont vastes : pompes véhiculant ...|70470|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436064.jpg
1002541|LATTYflon 4488|garniture tressée en PTFE|Composition : Aramide Industries : Alimentaires, pétrochimiques, pharmaceutiques, chimiques, sucreries, centrales électriques, cellulose et papeterie, Matériel : Pompes, agitateurs, mélangeurs, raffineurs, convoyeurs à vis. Fluides ...|70471|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8431973.jpg
1002542|LATTYflon 4789|garniture tressée en PTFE|Composition : Aramide Industries : Alimentaires, pétrochimiques, pharmaceutiques, chimiques, sucreries, papeteries, centrales électriques, Marine (presse-étoupe de ligne darbre), Matériel : Pompes, mouvements rotatifs. Fluides : Fluides chargés|70471|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8432261.jpg
1002543|LATTYflon 4788|garniture tressée en PTFE|Composition : Aramide Industries : Alimentaires, chimiques, sucreries, pétrochimiques, pharmaceutiques, papeteries, énergie Matériel : Pompes, mouvements rotatifs. Fluides : Fluides chargés|70471|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8432293.jpg
1002544|G series|bague d'étanchéité|Les bagues d’étanchéité sont conçues sous forme d’étanchéités frottantes. Elles protègent le palier contre les impuretés, les projections d’eau et les fuites excessives de graisse. Les bagues d'étanchéité ...|70472|Schaeffler Technologies AG & Co. KG|http://img.directindustry.fr/images_di/photo-m2/169-3148441.jpg
1002545|LATTYgraf EF NG|bague d'étanchéité garniture en graphite expansé|Ces nouvelles bagues en graphite pur à 99,5%, ont été développées par le service R&D de LATTY, pour répondre avant tout aux besoins des industries du pétrole. Bénéficiant également de l’inhibiteur de corrosion exclusif LATTY, elles ont ...|70472|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8434236.jpg
1002546|LATTYgraf E|bague d'étanchéité garniture en graphite expansé|LATTYgraf E2 Bagues matricées et ruban graphite expansé Composition : Ruban de graphite expansé Industries : Toutes industries. Matériel : Brides, Vannes. Fluides : Fluides chargés|70472|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8434264.jpg
1002547|5400|ruban d'étanchéité en PTFE|Les petits rouleaux en PTFE pur à 100% non fritté assurent une étanchéité parfaite et de longue durée sur n’importe quel diamètre et n’importe quel type de filetage. Le ruban ne durcit pas et évite le ...|70473|TEXPACK|http://img.directindustry.fr/images_di/photo-m2/13172-8349902.jpg
1002548|5400NO / 5400NR|ruban d'étanchéité en PTFE|Les rubans or et rose sont produits avec du PTFE 100% non fritté, et assurent une étanchéité parfaite, longue durée, sur n’importe quel diamètre et n’importe quel type de filetage, et une bonne lubrification ...|70473|TEXPACK|http://img.directindustry.fr/images_di/photo-m2/13172-8349903.jpg
1002549|TEXLON® 5900|ruban d'étanchéité expansé|Garniture en ruban mince, composée de mousse de PTFE 100% monodirectionnelle. Grâce à son élasticité, ce matériau s’adapte bien aux surfaces irrégulières et aux applications les plus variées ; afin de garantir une installation ...|70473|TEXPACK|http://img.directindustry.fr/images_di/photo-m2/13172-7955993.jpg
1002550||joint plat||70474|VARVEL|http://img.directindustry.fr/images_di/photo-m2/27841-12249859.jpg
1002551||joint à lèvre|... l'intérieur de l'alésage du boîtier, des bagues externes formant des épaulages, et des joints externes à double action pour des boîtiers soit fixes soit ajustables. Les joints de la série ADJ ont une ...|70474|Thomson Industries, Inc.|http://img.directindustry.fr/images_di/photo-m2/7040-2472895.jpg
1002552|0.0.491.08|joint à lèvre||70474|item industrial applications|http://img.directindustry.fr/images_di/photo-m2/13749-12632697.jpg
1002553||joint torique|Le joint laminaire Smalley est un joint labyrinthe métallique constitué de plusieurs anneaux dans une gorge. La combinaison et l'orientation des anneaux dépendent de l'application et des contraintes de ...|70475|Smalley|http://img.directindustry.fr/images_di/photo-m2/11812-7987368.jpg
1002554|LATTYflon 97|joint torique|Joint PTFE surmoulé, renforcé d'une armature perforée en acier inoxydable ISO 1.4306. LATTYflon 97 offre une excellente résistance au fluage à froid grâce à la conception particulière du renfort perforé. Très résistant ...|70475|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436304.jpg
1002555|LATTYgraf REFLEX|joint d'étanchéité torique|Joint composite breveté, constitué d'un anneau d'étanchéité massif en graphite expansé LATTYgraf E, matricé en place entre deux anneaux en acier inoxydable utilisés comme limiteur d'écrasement. La particularité de ce ...|70475|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436388.jpg
1002556|LATTYcarb 96|feuille de joint en carbone|Joint constitué de fibres de carbone et minérales sélectionnées, liées avec un mélange d'élastomères synthétiques et comprimées en feuilles. ...|70476|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436131.jpg
1002557|LATTYcarb 96 G2F|feuille de joint en PTFE|Le traitement anti-adhésif appliqué sur les feuilles LATTYcarb 96 a été remplacé par un graphitage spécifique double face sur les feuilles LATTYcarb 96 G2F. Ce ...|70476|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436140.jpg
1002558|LATTYcarb 965|feuille de joint en aramide|Joint constitué de fibres de carbone et minérales sélectionnées, liées avec un mélange d'élastomères synthétiques et comprimées en feuilles. ...|70476|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436147.jpg
1002559||joint plat||70477|VARVEL|http://img.directindustry.fr/images_di/photo-m2/27841-12249859.jpg
1002560|LATTYflon Uniseal|joint plat|Joint PTFE LATTYflon Uniseal : Joint extrudé continu auto-adhésif Joint extrudé pour étanchéité plane, 100% PTFE à structure microfibreuse. Auto-adhésif. Résiste aux produits chimiques.|70477|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436310.jpg
1002561|LATTYpack 960|joint plat|Joint pour chaudière, moulé et graphité, réalisé à partir d'un mélange de fibres synthétiques gainées de fils de graphite expansé armés nickel-chrome. Grâce à sa structure homogène de compacité régulière, bonne reprise ...|70477|LATTY INTERNATIONAL|http://img.directindustry.fr/images_di/photo-m2/8103-8436382.jpg
1002562||bague d'usure intérieure|Les bagues intérieures sont en acier à roulement trempé et ont des chemins de roulement usinés fin ou rectifiés. Elles sont utilisées de préférence : pour les cages à ...|70478|Schaeffler Technologies AG & Co. KG|http://img.directindustry.fr/images_di/photo-m2/169-3148309.jpg
1002563||joint torique|Le joint laminaire Smalley est un joint labyrinthe métallique constitué de plusieurs anneaux dans une gorge. La combinaison et l'orientation des anneaux dépendent de l'application et des contraintes de l'environnement. Protège les ...|70478|Smalley|http://img.directindustry.fr/images_di/photo-m2/11812-7987368.jpg
1002564|Slydring®|bague d'usure de tige||70478|Trelleborg Sealing Solutions|http://img.directindustry.fr/images_di/photo-m2/4774-4034322.jpg
1002565|PHANTOMATIC M4 L|centre d'usinage 4 axes|Centre d’usinage à 4 axes CNC et course axe X de 3000 mm, avec rotation automatique de l’outil. Il est conçu pour l’usinage de barres ou de pièces en aluminium, PVC, alliages légers en ...|80101|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-11765263.jpg
1002566|Comet X4|centre d'usinage CNC 4 axes|CNC machining centre, with 4 controlled axes, and 7 kW spindle designed for machining bars or parts of aluminium, PVC, light alloys in general or steel up to 2 mm. It is equipped with a 10-place tool magazine, with provision ...|80101|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-12617294.jpg
1002567|Comet T6|centre d'usinage CNC 4 axes|Centre d’usinage CNC à 4 axes contrôlés, pour l’usinage de barres ou de pièces en aluminium, acier, PVC et alliages légers en général. Il possède deux façons de fonctionnement : la première ...|80101|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-10694057.jpg
1002568|EC-1600ZT-5AX|centre d'usinage 5 axes|Centre d'usinage horizontal 5 axes; 64 ""x 50"" x 40 ""(1626 x 1270 x 1016 mm), avec axe B intégrée( platine avec table rotative HRT310 et contre palier) montée sur une table rotative de ...|80102|Haas Automation|http://img.directindustry.fr/images_di/photo-m2/7235-12506824.jpg
1002569|EC-1600|centre d'usinage 3 axes|Centre d’usinage à broche horizontale. Courses de 1 626 x 1 270 x 813 mm (64"" x 50"" x 32""), broche à cône 50 avec tête à engrenage, commande vectorielle 22,4 kW (30 hp), 6 000 tr/min, ...|80102|Haas Automation|http://img.directindustry.fr/images_di/photo-m2/7235-12506793.jpg
1002570|EC-1600ZT|centre d'usinage 3 axes|Centre d’usinage à broche horizontale. Courses de 1 626 x 1 270 x 1 016 mm (64"" x 50"" x 40""), broche à cône 50 avec tête à engrenage, commande vectorielle 22,4 kW (30 hp), 6 000 tr/min, ...|80102|Haas Automation|http://img.directindustry.fr/images_di/photo-m2/7235-12506820.jpg
1002571|RONIN EVO|fraiseuse CNC 3 axes|RONIN EVO est une fraiseuse horizontale à montant mobile capable de répondre à une vaste gamme d’exigences liées à l’usinage dans le secteur des moules, des applications aéronautiques et des usinages ...|80103|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-10699665.jpg
1002572|C5 Automation|fraiseuse CNC 5 axes|La DATRON C5 à avance automatique est idéale pour le fraisage 5 axes dans une opération nécessitant peu de personnel. Elle permet d'optimiser le flux des pièces avec un encombrement inférieur à 2 m². La cellule d'automatisation est pivotante ...|80103|DATRON AG|http://img.directindustry.fr/images_di/photo-m2/12753-12000208.jpg
1002573|C5|fraiseuse CNC 5 axes|La DATRON C5 est une solution de fraisage CNC puissante à faible encombrement qui a été spécialement conçue pour l'usinage 5 axes de petites pièces. De puissants servomoteurs et moteurs couple garantissent ...|80103|DATRON AG|http://img.directindustry.fr/images_di/photo-m2/12753-10189374.jpg
1002574|SORALUCE TA-D series|fraiseuse CNC 3 axes||80104|DANOBATGROUP|http://img.directindustry.fr/images_di/photo-m2/5654-11845898.jpg
1002575|TESSEN|fraiseuse CNC 3 axes|... est la fraiseuse à montant mobile à laquelle à été confiée une mission très importante: raviver les succès obtenus dans le monde entier avec les fraiseuses à table mobile modèle LEM. En ligne avec la ...|80104|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-8063296.jpg
1002576|DINOX 220 IAT|fraiseuse CNC 5 axes|... Moteurs Lineaires : Doubles glissières sur l’ axe longitudinal et transversal; Tête TULCE à 5 Axes : tête universelle de fraisage à 5 axes « direct drive TULCE», à haute precision de positionnement et haute vitesse. ...|80104|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-10699887.jpg
1002577|VFM 5|fraiseuse 3 axes|... fraisage particulièrement robuste pivote de ± 30° avance manuelle du fourreau pour le réglage de précision pour les travaux de fraisage ou de perçage, même avec la tête de fraisage inclinée servomoteurs à couple élevé ...|80105|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12449636.jpg
1002578|FPK 4|fraiseuse 3 axes|e bâti de la machine en fonte grise haut de gamme assure un degré élevé en rigidité dynamique et précision durable Tous les guidages sont trempés et rectifiés Vis à billes précises dans tous les axes der Antrieb der X- und Y-Achse erfolgt ...|80105|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12451493.jpg
1002579|FPK 5|fraiseuse 3 axes|Fraiseuse universelle d'outilleur sont indispensables dans les domaines de modélisation, formage, poinçonnage ainsi que prototypage Production flexible sans programmation sont un avantage dans la production unitaire, ...|80105|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12451520.jpg
1002580|KENTA Series|aléseuse-fraiseuse CNC|KENTA is the boring-milling machine with the biggest monobloc column with integrated saddle creating a monolithic structure of special cast iron, patent of FPT Industrie SpA. All the structures of the machine are made of special cast ...|80106|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-11984741.jpg
1002581|CASTEL series|aléseuse-fraiseuse CNC|Dans le domaine des aléseuses, CASTEL de FPT a représenté sans aucun doute dans les dernières années la référence de l’innovation au niveau mondial au point de vue du concept de projet et de construction. Ces facteurs ...|80106|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-6140699.jpg
1002582|Spirit.T series|aléseuse-fraiseuse NC|SPIRIT, la gamme d’aléseuses hydrostatiques qui intègre l’esprit de FPT et met en evidence ses grandes potentialités surtout en termes d’innovation. FPT résume en SPIRIT son expérience des grandes machines hydrostatiques, ...|80106|FPT INDUSTRIE|http://img.directindustry.fr/images_di/photo-m2/7364-6143047.jpg
1002583|BO 130|perceuse-fraiseuse CNC|glissières carrées solides, qui sont rectifiées et trempés, garantissent au long des années une excellente précision les fonctions mécaniques ne devant pas fonctionner simultanément sont sécurisées la broche et les avances sont sécurisées ...|80107|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12440813.jpg
1002584|BO 130 CNC|perceuse-fraiseuse CNC|usinage des 4 faces glissières à guidage carré, assurant une précision dans le temps Hauptspindelantrieb mit AC-Servomotor für hohe Leistung und Drehmoment banc machine large avec 4 glissières table de fraisage ...|80107|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-6866011.jpg
1002585|BO 110|perceuse-fraiseuse horizontale|lissières carrées solides, qui sont rectifiées et trempés, garantissent au long des années une excellente précision les fonctions mécaniques ne devant pas fonctionner simultanément sont sécurisées la broche et les avances sont sécurisées ...|80107|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-11105492.jpg
1002586|APD 2500X3500|machine de perçage CNC||80108|AKYAPAK MAKINA SAN TIC|http://img.directindustry.fr/images_di/photo-m2/33663-5795233.jpg
1002587|APD|machine de perçage CNC|... tôle avec un embout de fraisage spécial Circuit de refroidissement liquide puissant pour perceuse Pièce de fabrication max. (mm): 1200x240 Diamètre de perçage max. (mm): Ø50|80108|AKYAPAK MAKINA SAN TIC|http://img.directindustry.fr/images_di/photo-m2/33663-5797247.jpg
1002588|AFD10|machine de perçage CNC||80108|AKYAPAK MAKINA SAN TIC|http://img.directindustry.fr/images_di/photo-m2/33663-5796109.jpg
1002589|SORALUCE KB-150-W|aléseuse CNC||80109|DANOBATGROUP|http://img.directindustry.fr/images_di/photo-m2/5654-11780636.jpg
1002590|MP5-RAM|aléseuse CNC|Tous les éléments structurels sont en fonte grise et nodulaire et tous les axes sont hydrostatiques avec de grands guides. Hydrostatique : grâce au film d’huile continu qui évite le contact direct, ce qui réduit considérablement le coefficient ...|80109|JUARISTI|http://img.directindustry.fr/images_di/photo-m2/24773-11253763.jpg
1002591|MP7-RAM|aléseuse CNC|Tous les éléments structurels sont en fonte grise et nodulaire et tous les axes sont hydrostatiques avec de grands guides.Hydrostatique : grâce au film d’huile continu qui évite le contact direct, ce qui réduit considérablement le coefficient ...|80109|JUARISTI|http://img.directindustry.fr/images_di/photo-m2/24773-11553489.jpg
1002592|VLC 500 CM|machine à fileter|Machine d’usinage de manchons VLC 500 CM pour l’usinage intégral de manchons standards et haut de gamme. La machine Pick-up verticale VLC 500 CM pour manchons a été spécialement développée pour les conditions ...|80110|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531327.jpg
1002593|Roscamat DRAGON|machine à tarauder à bras articulé|... DRAGON, on peut considérer qu’elle est indentique à la machine ROSCAMAT TIGER mais avec l’avantage d’avoir un plan de travail plus long en raison de la longueur du double bras articulé. La machine est ...|80110|ROSCAMAT® & 3ARM - by TECNOSPIRO MACHINE TOOL, S.L|http://img.directindustry.fr/images_di/photo-m2/24676-12632951.jpg
1002594|Roscamat MOSQUITO|machine à tarauder à bras articulé|... de commandes situées sur le bras radial. La vitesse est donc réglable pour chaque filetage. Le taraud se place directement dans les mandrins porte-tarauds, eux-mêmes montés sur le moteur par un adaptateur ...|80110|ROSCAMAT® & 3ARM - by TECNOSPIRO MACHINE TOOL, S.L|http://img.directindustry.fr/images_di/photo-m2/24676-6314217.jpg
1002595|VLC 200|centre de tournage CNC|Le VLC 200 – tour CNC flexible grâce à l'utilisation de technologies variées Sa construction modulaire fait du VLC 200 un tour CNC configurable pour une large gamme ...|80111|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531519.jpg
1002596|VLC 300|centre de tournage CNC|Tour pick-up VLC 300 pour une fabrication moderne de pièces prises en mandrin Le VLC 300 est un tour pick-up configurable pour une large gamme d'applications. Cette machine se distingue surtout par sa ...|80111|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531546.jpg
1002597|VLC 400|centre de tournage CNC|Tour vertical VLC 400 pour la fabrication efficace de pièces de grande taille Grâce aux technologies variées pouvant être utilisées et à sa construction modulaire, le tour vertical VLC 400 offre de nombreuses ...|80111|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531531.jpg
1002598|EvoDECO 10/10|décolleteuse CNC|La gamme EvoDECO constitue le sommet de la gamme Tornos. Dédiées aux usinages et aux utilisateurs les plus exigeants, les machines EvoDECO sont les plus puissantes et les plus productives du marché. Elles sont disponibles en 4 diamètres: ...|80112|TORNOS|http://img.directindustry.fr/images_di/photo-m2/5100-6381005.jpg
1002599|EvoDECO 10/8|décolleteuse CNC|Les machines les plus productives et les plus puissantes du marché Avantages principaux Productivité unique grâce à 4 systèmes d’outils indépendants Puissance des motorisations. Flexibilité permettant de réaliser les pièces ...|80112|TORNOS|http://img.directindustry.fr/images_di/photo-m2/5100-3414383.jpg
1002600|EvoDECO 16/10|décolleteuse CNC|La gamme EvoDECO constitue le sommet de la gamme Tornos. Dédiées aux usinages et aux utilisateurs les plus exigeants, les machines EvoDECO sont les plus puissantes et les plus productives du marché. Elles sont disponibles en 4 diamètres: ...|80112|TORNOS|http://img.directindustry.fr/images_di/photo-m2/5100-3414281.jpg
1002601|Compass 250/1000 B|tour 3 axes|entre pointe de 1000 mm max. diamètre usinable sur banc 500 mm large passage de broche 65 mm grande rigidité de machine grâce au banc fortement nervuré glissière à guidage prismatique alarges trempé par induction en surface et rectifiées grande ...|80113|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12430640.jpg
1002602|Trendturn Serie|tour 3 axes|La construction du banc de la machine, optimisée par des calculs utilisant les éléments finis et une longue expérience, convainc par son excellente rigidité La broche est parfaitement solidaire du bâti de machine grâce aux guidages prismatiques ...|80113|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-11110087.jpg
1002603|Servoturn® 410/1000|tour 2 axes|... Override-Potar réglables sans paliers entre 50 et 100 % - enfin sur un tour conventionnel Commande par manivelles électroniques de l'ordre du µ - haptique et positionnement comme sur un tour ...|80113|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-6860939.jpg
1002604|VMC 450-5 MT|centre de tournage-fraisage CNC|Centre de tournage / fraisage VMC 450-5 MT: L’usinage complet de la pièce à l’aide de cinq axes Le centre de tournage / fraisage vertical ...|80114|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531381.jpg
1002605|VLC 500|centre de tournage-fraisage CNC|... vie d'outil optimisées lors de l'usinage de pièces prises en mandrin. Le centre de production VLC avec broches de perçage, fraisage ou rectification montées dans la zone de travail offre ...|80114|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531482.jpg
1002606|VLC 800|centre de tournage-fraisage CNC|... vie d'outil optimisées lors de l'usinage de pièces prises en mandrin. Le centre de production VLC avec broches de perçage, fraisage ou rectification montées dans la zone de travail offre ...|80114|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531567.jpg
1002607|VLC 200|centre de tournage CNC|Le VLC 200 – tour CNC flexible grâce à l'utilisation de technologies variées Sa construction modulaire fait du VLC 200 un tour CNC configurable pour une large gamme d'applications. Qu'il s'agisse du tournage, ...|80115|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531519.jpg
1002608|VLC 300|centre de tournage CNC|Tour pick-up VLC 300 pour une fabrication moderne de pièces prises en mandrin Le VLC 300 est un tour pick-up configurable pour une large gamme d'applications. Cette machine se distingue surtout par sa ...|80115|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531546.jpg
1002609|VLC 400|centre de tournage CNC|Tour vertical VLC 400 pour la fabrication efficace de pièces de grande taille Grâce aux technologies variées pouvant être utilisées et à sa construction modulaire, le tour vertical ...|80115|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531531.jpg
1002610|GR-510|détoureuse CNC|Détoureuse sur portique ; 121"" × 61"" × 11"" (3073 × 1549 × 279 mm), cône ISO 40, commande vectorielle 15 hp (11,2 kW), 10 000 tr/min, changeur d'outils automatique 10 positions, interrupteur à clé de blocage de mémoire, ...|80116|Haas Automation|http://img.directindustry.fr/images_di/photo-m2/7235-7028407.jpg
1002611|GR-712|détoureuse CNC|Détoureuse sur portique ; 145"" × 85"" × 11"" (3683 × 2159 × 279 mm), cône ISO 40, commande vectorielle 15 hp (11,2 kW), 10 000 tr/min, changeur d'outils automatique 10 positions, interrupteur à clé de blocage de mémoire, ...|80116|Haas Automation|http://img.directindustry.fr/images_di/photo-m2/7235-7028501.jpg
1002612|MECAPRO|détoureuse CNC|... CNC offre un excellent rapport prix/performances, dans de nombreux secteurs d'activité. FRAISEUSES CNC 3 AXES Fraiseuse/détoureuse CNC (router) de précision et facile d’utilisation, pour l’usinage de matériaux en plaques ...|80116|MECANUMERIC|http://img.directindustry.fr/images_di/photo-m2/16536-12360569.jpg
1002613|Mikron NRG series|machine transfert rotative|Machine transfert circulaire CNC haute précision avec 12 stations et jusqu'à 30 unités travaillant simultanément Pour les pièces de très haute précision jusqu'à 80 x 80 x 0 mm ou les pièces cylindriques ...|80117|Mikron Machining|http://img.directindustry.fr/images_di/photo-m2/5710-2538807.jpg
1002614|Multistar NX-24|machine transfert rotative|Système d'usinage polyvalent pour petites pièces de précision La machine transfert Multistar est renommée pour l'étendue de ses applications. Pièces pour systèmes d'injection et brûleurs à gaz, connecteurs ...|80117|Mikron Machining|http://img.directindustry.fr/images_di/photo-m2/5710-3763419.jpg
1002615|Multistar CX-24™|machine transfert rotative|Performances record! La Multistar CX-24 se distingue avant tout par sa cadence de travail et son prix imbattables. Elle commande les mouvements des broches suivant des cames linéaires. Les cames de commande, interchangeables rapidement, ...|80117|Mikron Machining|http://img.directindustry.fr/images_di/photo-m2/5710-3763719.jpg
1002616|COPIA 384S|fraiseuse à copier à 3 axes|Pantographe à tête simple à commande manuelle avec blocage pneumatique et mouvement de translation de la tête à travers un levier indirect. Possibilité d'usiner l'acier jusqu'à 3 mm. Équipée d'un système de rotation du plan étau, la machine ...|80118|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-10708366.jpg
1002617|COPIA 384|fraiseuse à copier à 3 axes|Pantographe à tête simple à commande manuelle avec blocage pneumatique et mouvement de translation de la tête à travers un levier indirect. Vitesse de rotation de l'outil modifiable par variateur électronique pour permettre les usinages ...|80118|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-10708401.jpg
1002618|COPIA 324|fraiseuse à copier à 3 axes|Pantographe à tête simple à commande manuelle avec blocage pneumatique et mouvement de translation de la tête à travers un levier indirect. Possibilité d'effectuer des usinages passants sur aluminium sans tourner la pièce et d'usiner ...|80118|Emmegi Group|http://img.directindustry.fr/images_di/photo-m2/26504-10708467.jpg
1002619|VU-2D; ASTM E23, ISO148|machine à brocher||80119|Beijing United Test Co., Ltd.|http://img.directindustry.fr/images_di/photo-m2/103733-4772623.jpg
1002620|Table-up broaching machine|machine à brocher pour surfaces intérieures|... Le contrôle de la machine se fait par l’intermédiaire d’un panneau de commande qui permet de programmer toutes les fonctions: régler vitesse de brochage, contrôler la position des dispositifs machine, ...|80119|CABE STOZZATRICI SRL|http://img.directindustry.fr/images_di/photo-m2/83637-9779556.jpg
1002621|Vertical Broaching Machine|machine à brocher à tirer|... pendant la phase de chargement/déchargement des pièces. La machine peut être fournie optionnellement avec des systèmes semi-automatiques de changement de broche et manchons de traction. La machine ...|80119|CABE STOZZATRICI SRL|http://img.directindustry.fr/images_di/photo-m2/83637-9783518.jpg
1002622|NeoSpark 200|machine d'électroérosion par enfonçage||80120|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12430082.jpg
1002623|NeoSpark 500|machine d'électroérosion par enfonçage||80120|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12430242.jpg
1002624|NeoSpark 400|machine d'électroérosion par enfonçage||80120|Knuth Machine Tools|http://img.directindustry.fr/images_di/photo-m2/27150-12430269.jpg
1002625|HLC 150 H|machine à fraiser les engrenages CNC|HLC 150 H – La solution de taillage polyvalente assure plus de souplesse et moins de coûts HLC 150 H – Une solution polyvalente à tous égards. La technologie de haute performance couvre une gamme immense de pièces allant d’arbres de ...|80121|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531375.jpg
1002626|CI 400|machine d'usinage 3 axes|La machine d’usinage EMAG CI 400 est une solution intéressante pour l’usinage électrochimique de supports de rotors Les supports de rotors sont des composants de boîtiers de moteurs électriques pour les véhicules hybrides. Ils sont fabriqués ...|80121|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531264.jpg
1002627|PO 100 SF|machine d'usinage 3 axes|La solution économique pour l’usinage complexe de pales de turbines avec PECM. C’est chez EMAG ECM GmbH – le centre de technologie pour l’Electro Chemical Machining ou l’ECM (usinage électrochimique) au sein d’EMAG - qu’est créée la ...|80121|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531245.jpg
1002628|PMD 2|rectifieuse pour vilebrequins|Rectifieuse PMD 2 – pour l’usinage des vilebrequins La rectifieuse horizontale PMD 2 usine à une cadence élevée les vilebrequins et s'illustre par son excellent rapport qualité-prix.|80201|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531440.jpg
1002629|SN 310, SN 320|rectifieuse d'arbre à cames|... cames en séries Qu'il s'agisse de puissants bolides de Formule 1 ou de véhicules éco-énergétiques fabriqués en séries, les rectifieuses CNC pour arbres à cames SN EMAG KOPP vous permettront de satisfaire à toutes les ...|80201|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531455.jpg
1002630|HG 2|rectifieuse cylindrique intérieure|... cylindrique avec la rectifieuse cylindrique HG 2 Trouver un rapport équilibré entre la flexibilité et la productivité est le grand art de la conception des rectifieuses cylindriques. Ce sont exactement ...|80201|EMAG GmbH & Co. KG|http://img.directindustry.fr/images_di/photo-m2/15447-12531504.jpg
1002631|T350 - T450|ébavureuse thermique||80202|Extrude Hone®|http://img.directindustry.fr/images_di/photo-m2/19736-10579258.jpg
